idx,type,character,sentence,prediction
842,speech,ALAN,"Who with?
",surprise
843,consigne,,shouting,
844,speech,MARGARET,"Why with each other of course!
",surprise
845,speech,ALAN,Ohhhhhhh.,surprise
846,consigne,,Long pause.,
847,speech,ALAN,"Oh well.
",neutral
848,consigne,,He lays down and goes back to sleep again. MARGARET sighs and sits on the end of the bed with her head in her hands.,
849,speech,TREVOR,"Did you hear something?
",surprise
850,speech,JESSICA,"No I didn't hear a thing.
",surprise
851,speech,TREVOR,"Nobody knows we're here do they.
",neutral
852,speech,JESSICA,Well the barman probably figured it out.,neutral
853,speech,JESSICA,"But judging by how much he had to drink today I reckon Alan is probably half comatose.
",neutral
854,speech,TREVOR,What about Margaret? She was asking me some peculiar questions about you earlier.,neutral
855,speech,TREVOR,Like she almost knew we had planned to meet.,surprise
856,speech,JESSICA,Well it's possible she had an inkling.,neutral
857,speech,JESSICA,She did mention something to me too.,neutral
858,consigne,,TREVOR tenses,
859,speech,JESSICA,But don't worry about her.,fear
860,speech,JESSICA,"What can she do? She'll never know, and even if she did find out she's hardly going to spill the beans is she?
",surprise
861,speech,TREVOR,I'd just prefer it if nobody knew there were any beans.,neutral
862,speech,TREVOR,"I shouldn't even be here, I should be on the phone to my wife.",anger
863,speech,JESSICA,Well you are here.,neutral
864,speech,JESSICA,I didn't force you to come over.,neutral
865,speech,TREVOR,"I know it's just I can't stop thinking about
",anger
866,speech,JESSICA,Don't think about anything.,disgust
867,consigne,,She gets the bottle and refills the glasses,
868,speech,JESSICA,Just enjoy the moment.,joy
869,speech,JESSICA,Enjoy the moment you've been thinking about for the last eight years.,joy
870,consigne,,She moves her body into his and begins to kiss him,
871,speech,MARGARET,I can't just sit here and do nothing.,anger
872,speech,MARGARET,They're probably next door right now about to make one of the biggest mistakes of their lives.,neutral
873,speech,MARGARET,"Come on, you've got to help me.
",anger
874,consigne,,She shakes ALAN and drags him up by the hand.,
875,speech,ALAN,"Well what the hell can I do?
",anger
876,speech,MARGARET,Well I imagine that if we go into her room then they're probably less likely to do anything.,neutral
877,speech,ALAN,"Are you insane?
",anger
878,consigne,,TREVOR pulls out of the kiss.,
879,speech,TREVOR,"I'm sorry, I can't do this.",sadness
880,consigne,,TREVOR gets up and hurries out of the door.,
881,speech,JESSICA,Trevor wait.,neutral
882,consigne,,JESSICA follows him out.,
883,speech,MARGARET,"Come on, let's get in there, before it's too late.
",neutral
884,speech,ALAN,"Alright then, let's get it over with.",neutral
885,consigne,,ALAN opens the door that adjoins the two rooms and lets MARGARET in first. He then closes it behind her and turns the lock. He slumps on the bed and falls asleep again. MARGARET turns around horrified and bangs on the door,
886,speech,MARGARET,"Alan! Alan! 
",joy
887,consigne,,To herself,
888,speech,MARGARET,"Bastard!
",anger
889,consigne,,She nervously moves around the room. She picks up the two champagne glasses and looks at them for a long time.,
890,speech,MARGARET,"Where are they?
",neutral
891,consigne,,"She places the glasses on the dressing table. She moves over to the door (that leads to the corridor) and is about to open it, but pauses and presses her ear up against it. She quickly runs over to the adjoining door and tries the handle several times hurriedly.",
892,speech,MARGARET,"Alan! Alan! Let me in, there's someone coming.
",anger
893,consigne,,She looks around in a panic and just as JESSICA'92S and TREVOR'92S voices can be heard outside the hallway door she quickly gets into the bed and covers herself in the duvet.,
894,consigne,,"Enter JESSICA and TREVOR, they don'92t notice the bulge in the bed.",
895,speech,TREVOR,"I'm sorry, I just think I'm a little nervous.",fear
896,speech,TREVOR,I've never done anything like this before.,neutral
897,consigne,,They sit on the end of the bed,
898,consigne,,"She stands and goes to refill the glasses, which she brings over to the bed. She places the champagne bottle on the floor between them. She sits and they begin to kiss. There'92s a knock on ALAN'92S door.",
899,speech,ALAN,"Piss off! 
",anger
900,consigne,,The knocking continues. ALAN gets out of bed and moves towards his hallway door,
901,consigne,,He opens the door and BARMAN is there.,
902,speech,ALAN,"Oh, I'm sorry.",sadness
903,speech,ALAN,I thought you were somebody else.,surprise
904,speech,BARMAN,I'm glad to hear it sir.,joy
905,speech,BARMAN,"And I am awfully sorry to disturb you, but you said to bring you up a glass of whiskey about this time.",sadness
906,speech,BARMAN,"You said it would help you sleep sir.
",neutral
907,consigne,,BARMAN hands over the drink which ALAN downs then hands straight back to him.,
908,speech,ALAN,That's my last one until the wake.,neutral
909,speech,BARMAN,"Sir?
",neutral
910,speech,ALAN,Can't carry a coffin if I can't walk straight.,sadness
911,speech,BARMAN,Very true.,neutral
912,speech,BARMAN,"Goodnight sir.
",neutral
913,consigne,,"ALAN shuts the door then returns to the bed and sleeps. TREVOR begins to move his body so he'92s about to lay on top of JESSICA, but in doing so he kicks the bottle of champagne over.",
914,speech,TREVOR,Bugger.,neutral
915,speech,TREVOR,I'm so sorry.,sadness
916,speech,JESSICA,Fucking hell! I'll go and get us another bottle.,anger
917,speech,JESSICA,Use a towel to clear this up.,disgust
918,consigne,,JESSICA stands and exits. MARGARET suddenly appears from beneath the covers.,
919,speech,MARGARET,"What the hell do you think you're playing at?
",anger
920,consigne,,TREVOR jumps up from the bed letting out a cry of surprise with one hand clutching his heart.,
921,speech,TREVOR,"What the hell do you think you're doing here?
",anger
922,speech,MARGARET,Oh aren't we all going to shag Jessica tonight? Alan and the Barman should be here in a second and I wouldn't be surprised if Bill Clinton pops by for a smoke.,surprise
923,speech,TREVOR,"You've got no right to be here.
",anger
924,speech,MARGARET,"I've got no right! Trevor, you're going to ruin your marriage for one night of sex.",anger
925,speech,MARGARET,"You should be in your own bed missing your wife, not in Jessica's betraying her.",anger
926,speech,TREVOR,"You don't understand, you don't know how long I've'85
",surprise
927,speech,MARGARET,Yes I do.,neutral
928,speech,MARGARET,We all do Trevor.,neutral
929,speech,MARGARET,"It's never been a secret, not to any of us, and certainly not to Jessica.",neutral
930,speech,TREVOR,"So you all knew? All these years you all knew?
",surprise
931,speech,MARGARET,"Well I dare say we didn't know you still felt this way, you are married after all.",neutral
932,speech,TREVOR,I've tried not to think about her.,disgust
933,speech,TREVOR,"I didn't think It'd be a problem, but when I saw her yesterday ' oh God.",surprise
934,speech,MARGARET,"Trevor you can't do this.
",anger
935,speech,TREVOR,I have to do this.,sadness
936,speech,TREVOR,I need to do this.,neutral
937,speech,TREVOR,I've wanted to for so long.,sadness
938,speech,TREVOR,I've dreamed about it so many times.,surprise
939,speech,MARGARET,"You're risking everything.
",anger
940,speech,TREVOR,I'm not even sure I am.,surprise
941,speech,TREVOR,The risk might be if I didn't do it.,fear
942,speech,TREVOR,I need to have one night with this woman or for the rest of my life I'll be remembering and regretting that I had a chance and threw it away.,sadness
943,consigne,,pause,
944,speech,MARGARET,"Trevor, you have a wife.",joy
945,speech,MARGARET,You have a wife who loves you and wants you.,joy
946,speech,MARGARET,She wants you just the way you are.,neutral
947,speech,MARGARET,She's given her heart and her soul to you.,neutral
948,speech,MARGARET,All she's asking in return is for you to love her.,neutral
949,speech,MARGARET,Look at you.,disgust
950,speech,MARGARET,You're not the podgy awkward boy I knew.,neutral
951,speech,MARGARET,You're a man who's made a name for himself.,disgust
952,speech,MARGARET,"You're a man who's earned himself a good life, a happy life.",neutral
953,speech,MARGARET,You've achieved it all yourself.,neutral
954,speech,MARGARET,"Jessica is beautiful, but she's not so out of your reach anymore.",sadness
955,speech,MARGARET,"You're rich, kind, clever and handsome.",neutral
956,speech,MARGARET,You could have any of the Jessica's out there.,neutral
957,speech,MARGARET,"Christ, you've already got one and she's waiting for you at home.",neutral
958,speech,MARGARET,She'll give you children and years of immeasurable happiness.,joy
959,speech,MARGARET,"Do you really want to jeopardise all that because of a teenage fantasy? And besides, you wouldn't even get away with it.
",anger
960,speech,TREVOR,"What do you mean?
",surprise
961,speech,MARGARET,"More then anything else Trevor, you're a good man.",joy
962,speech,MARGARET,You wouldn't be able to live with the guilt.,neutral
963,speech,MARGARET,You'd have to tell her.,neutral
964,speech,MARGARET,"You'd tell her knowing it would destroy everything, but you'd still have to do it because it's the right thing to do.",anger
965,speech,MARGARET,"You'll probably even end up telling her about this.
",neutral
966,speech,TREVOR,"We five really know each other far too well don't we?
",neutral
967,speech,MARGARET,Frightful isn't it.,disgust
968,speech,MARGARET,"You won't do it then?
",anger
969,speech,TREVOR,No.,neutral
970,speech,TREVOR,You're right.,neutral
971,speech,TREVOR,I don't need this.,disgust
972,speech,TREVOR,And it will destroy me.,anger
973,speech,MARGARET,"Promise me something.
",neutral
974,speech,TREVOR,"Margaret I meant it, I'm not going to do it.",disgust
975,speech,MARGARET,Not that.,neutral
976,speech,MARGARET,Promise me you won't tell your wife about this.,neutral
977,speech,MARGARET,You've been tested and you've passed.,neutral
978,speech,MARGARET,Don't destroy that.,anger
979,speech,TREVOR,I've cheated her.,disgust
980,speech,MARGARET,"Make it up to her by spending the rest of your life making her happy.
",neutral
981,consigne,,Pause,
982,speech,TREVOR,Okay.,neutral
983,speech,MARGARET,I'd better get out of here before Jessica comes back.,neutral
984,speech,TREVOR,I'll wait and explain things to her.,neutral
985,speech,MARGARET,"Trevor?
",surprise
986,speech,TREVOR,"Okay, you're right.",neutral
987,speech,TREVOR,I'll leave her a note though.,neutral
988,speech,TREVOR,She deserves that at least.,neutral
989,consigne,,MARGARET opens the hallway door a fraction and peeks out. She sees the coast is clear and leaves. Trevor sits at the dressing table and begins to write a message. He goes to sit on the bed and reads the note over and over. There is a knock on ALAN'92S outer door. TREVOR looks towards ALAN'92S room then leaves the note on the bed and quickly exits through JESSICA'92S outer (hallway) door. MARGARET enters through ALAN'92S outer (hallway) door and walks over to the adjoining door which she unlocks and opens. She looks around JESSICA'92S room then closes the door again. She sits on ALAN'92S bed.,
990,speech,MARGARET,I think it's going to be okay.,joy
991,speech,MARGARET,"I didn't speak to Jessica, but I talked Trevor out of it.",neutral
992,speech,MARGARET,He'll thank me one day.,neutral
993,speech,MARGARET,He came so close to destroying everything.,disgust
994,speech,MARGARET,"I know it's hardly the sort of thing to say about a friend, but I don't think that would have been Jessica's first affair.",neutral
995,speech,MARGARET,I think poor Trevor was quite defenceless against her really.,disgust
996,consigne,,Long pause.,
997,speech,MARGARET,"Alan? 
",surprise
998,consigne,,Pause,
999,speech,MARGARET,Alan I know you're not asleep.,surprise
1000,speech,ALAN,"Yes I am, leave me alone.",fear
1001,speech,MARGARET,"Do you mind if I just lie here for a while?
",disgust
1002,speech,ALAN,"You can swing from the ceiling for all I care, as long as you do it quietly.",neutral
1003,consigne,,JESSICA and BARMAN enter JESSICA'92S room. BARMAN is carrying a bottle of champagne.,
1004,speech,JESSICA,"It's awfully embarrassing, we spilled it all over the'85 
",disgust
1005,consigne,,pauses and looks round the room,
1006,speech,JESSICA,"Oh! 
",surprise
1007,consigne,,She spots the note and goes over to read it. She is clearly fazed by what it says and screws it up in her fist.,
1008,speech,BARMAN,"Not a problem I hope madam?
",neutral
1009,speech,JESSICA,"Um, yes, no.",neutral
1010,speech,JESSICA,"No, not at all.",neutral
1011,consigne,,Regains her composure,
1012,speech,JESSICA,I asked Mr McLeish if he wouldn't mind letting me get some rest.,neutral
1013,speech,BARMAN,"Shall I leave the champagne then?
",neutral
1014,speech,JESSICA,Of course.,neutral
1015,speech,JESSICA,I just wanted a glass before bed.,neutral
1016,speech,JESSICA,I find it hard to sleep in hotels.,sadness
1017,speech,JESSICA,"Edwin's picking up the bill after all isn't he?
",neutral
1018,speech,BARMAN,The estate is covering all costs Madam.,neutral
1019,speech,JESSICA,Well just clear away these things then and leave me a glass.,neutral
1020,speech,BARMAN,Very good madam.,neutral
1021,consigne,,BARMAN begins to clear away the clutter. JESSICA lights a cigarette and sits on the bed with her legs crossed.,
1022,speech,MARGARET,Alan.,neutral
1023,consigne,,She shakes him,
1024,speech,MARGARET,Alan wake up.,neutral
1025,speech,MARGARET,Wake up won't you.,fear
1026,speech,ALAN,"Of course I will, I've become something of an expert at it.",neutral
1027,speech,MARGARET,I heard a voice from next door.,fear
1028,speech,ALAN,"If it's keeping you awake then go to your own bloody room.
",anger
1029,speech,MARGARET,"It was a man's voice!
",surprise
1030,speech,ALAN,Well go and sleep at a bloody convent then.,anger
1031,speech,MARGARET,"It must be Trevor, she must have talked him round.",neutral
1032,consigne,,"MARGARET goes over to the adjoining door, kneels down and puts her ear up against it. BARMAN collects all the accoutrements leaving only the glass of champagne which he has poured.",
1033,speech,BARMAN,"Will there be anything else madam?
",neutral
1034,speech,JESSICA,No thank you.,neutral
1035,consigne,,BARMAN goes over to the door,
1036,speech,JESSICA,Oh there was one thing.,neutral
1037,speech,JESSICA,Mr McLeish requested a 6 A.M.,neutral
1038,speech,JESSICA,"wake up call.
",neutral
1039,speech,BARMAN,I shall see to it Madam.,neutral
1040,speech,JESSICA,"Thank you so much.
",joy
1041,consigne,,BARMAN exits,
1042,speech,MARGARET,I'm sure I heard it again.,neutral
1043,speech,MARGARET,Clear as day.,neutral
1044,consigne,,Shrilly,
1045,speech,MARGARET,they're both still in there.,neutral
1046,consigne,,JESSICA hears MARGARET and walks over to the adjoining door.,
1047,speech,MARGARET,Alan I need your help on this.,sadness
1048,speech,MARGARET,"We need to go in there and'85
",neutral
1049,consigne,,JESSICA opens the adjoining door and MARGARET comes tumbling through.,
1050,speech,JESSICA,I might have bloody known.,anger
1051,consigne,,MARGARET gets up,
1052,speech,MARGARET,"I'm sorry Jessica, but I had to do something.",sadness
1053,speech,MARGARET,JESSICA: You meddling little bitch.,anger
1054,speech,MARGARET,"How dare you! 
",anger
1055,speech,MARGARET,"I didn't want to have to interfere, but you could have broken up two marriages tonight.",neutral
1056,speech,JESSICA,If he's that easily tempted then he's going to do it with someone sooner or later.,neutral
1057,speech,MARGARET,"You know it's not like that, you how he's always fawned after you.",neutral
1058,speech,MARGARET,You were deliberately out to destroy him for a cheap thrill.,anger
1059,speech,JESSICA,"How dare you!
",anger
1060,speech,MARGARET,I'm just saying it how I see it.,neutral
1061,speech,JESSICA,Oh really! Well perhaps I'll do the same.,joy
1062,consigne,,JESSICA walks through to ALAN'92S room and stands at the foot of the bed. MARGARET follows.,
1063,speech,JESSICA,"Alan, I didn't want to be the one to have to say this, but seeing as we're in a new spirit of openness and honestly there's something you need to know.",neutral
1064,speech,MARGARET,"What are you doing?
",surprise
1065,speech,JESSICA,Telling the truth.,anger
1066,speech,JESSICA,"You wouldn't want me to besmirch my soul with a lie would you! Alan, there's something Margaret has been keeping from you.
",anger
1067,speech,MARGARET,"Stop it!
",anger
1068,speech,JESSICA,"The truth is old man, she's not awfully keen on the old bugger she's shagging.
",disgust
1069,consigne,,shouting,
1070,speech,MARGARET,"Jessica don't!
",anger
1071,speech,JESSICA,The truth is she loves you.,neutral
1072,speech,JESSICA,She always has and she probably always will.,neutral
1073,speech,JESSICA,"But she's can't even begin to deal with the fact that her life is an entangled web of lies, denial and boredom.",neutral
1074,speech,JESSICA,So for some reason she decides to act like Mary fucking Poppins all the time so she doesn't have to stop and think about it.,neutral
1075,consigne,,crying,
1076,speech,MARGARET,"How could you? How could you!
",surprise
1077,consigne,,"ALAN slowly stands up and places himself between the two women. He looks from one to the other, yawns, and rubs his eyes. He walks through the adjoining door locking it as he does, leaving the two women in his room. He drains the glass of champagne and exits through JESSICA'92S outer (hallway) door.",
1078,speech,MARGARET,"You've destroyed me, just like you were going to destroy Trevor.",anger
1079,speech,JESSICA,Oh don't be so melodramatic.,sadness
1080,speech,JESSICA,If I really wanted to destroy you I'd find a much more interesting way of doing it.,neutral
1081,consigne,,JESSICA exits through ALAN'92S outer (hallway) door. MARGARET goes over to the adjoining door and knocks on it.,
1082,speech,MARGARET,"It's okay, you can come back through now.",neutral
1083,speech,MARGARET,She's gone.,sadness
1084,consigne,,Pause,
1085,speech,MARGARET,Alan.,neutral
1086,speech,MARGARET,"Alan are you there? 
",neutral
1087,consigne,,Pause,
1088,speech,MARGARET,It's true what she said.,neutral
1089,speech,MARGARET,I'm sure you've always known.,neutral
1090,speech,MARGARET,"I feel foolish even saying it, especially through a door.",sadness
1091,speech,MARGARET,"I don't even know why I'm saying it'85
",surprise
1092,consigne,,JESSICA enters her bedroom. MARGARET stops talking and backs away from the adjoining door. She exits. JESSICA begins to undress until she'92s only in her underwear. She'92s goes over to where her glass is and without looking at it raises it to her lips. She realises it'92s empty and turns it upside down before placing it back on the dressing table. She lies on top of her bed and begins to read. ALAN enters his room with a glass of whiskey in his hand. He undresses until he'92s in his underwear and then lies on his bed. He falls asleep and the glass falls out of his hand and lands/breaks on the floor. JESSICA closes her book and goes over to the adjoining door. She unlocks it and enters. She moves over to the bed and straddles ALAN. She begins to kiss him. The curtain falls.,
1093,consigne,,END OF ACT I SCENE III,
1094,consigne,,END OF ACT I,
1095,consigne,,INTERVAL,
1096,consigne,,Scene change: The stage is set out as it was in Act I Scene I,
1097,consigne,,"Scene: The hotel lobby. Edwin'92s wake is taking place offstage in an adjoining room. Laughter, conversation and music can be heard. PRIEST and BARMAN are in conversation in the middle of the room. PRIEST is dressed as a priest and holding a glass of red wine. BARMAN is balancing a tray filled with glasses of red wine on one hand. ",
1098,consigne,,The noise fades.,
1099,speech,PRIEST,Well it was certainly the least conventional service I've ever presided over.,neutral
1100,speech,PRIEST,But I mean it's it's not unheard of.,neutral
1101,speech,PRIEST,Very often people organise their own funerals.,neutral
1102,speech,PRIEST,"My uncle David, who was also a a a clergyman, organised his own funeral.",disgust
1103,speech,PRIEST,"He picked out his favourite hymns, like Mr Cleethorpes he wrote a speech he wished to be read out.",neutral
1104,speech,PRIEST,I suppose I suppose he's just taking it one step further.,neutral
1105,speech,PRIEST,Maybe this is how the younger generation will wish their services to be conducted in the future.,neutral
1106,speech,PRIEST,"I mean what do you think? Is this'85 perfectly legitimate, but but but'85 unorthodox approach something you think will catch on?
",surprise
1107,speech,BARMAN,"Honestly Father, I don't think it will.",surprise
1108,speech,BARMAN,Mr Cleethorpes was not quite like your average man.,neutral
1109,speech,PRIEST,"Oh! Bit of a maverick was he! 
",surprise
1110,speech,BARMAN,That would certainly be an accurate description Father.,neutral
1111,speech,PRIEST,Well I suppose you'd have to be with a service like that.,neutral
1112,speech,PRIEST,"Ha! I mean I know I'm old No no no, it's all right I know I am! I know I'm old, but I'm perfectly happy to play songs from popular music if that is the wish of the deceased.",joy
1113,speech,PRIEST,I had a I had a chap who wanted '91What A Wonderful World' by by by um that large black fellow.,neutral
1114,speech,PRIEST,"What's his name?
",neutral
1115,speech,BARMAN,"Louis Armstrong?
",surprise
1116,speech,PRIEST,No no no it was a singer not not not a spaceman.,neutral
1117,speech,PRIEST,Huge American chap.,joy
1118,speech,PRIEST,Very popular.,joy
1119,speech,PRIEST,I'm amazed you haven't heard of him.,surprise
1120,speech,PRIEST,"Anyway, they wanted that played as one of the hymns.",neutral
1121,speech,PRIEST,Well you know.,neutral
1122,speech,PRIEST,"I'm no stickler for the rules, that's what he wanted, so that's what we played.",neutral
1123,speech,PRIEST,And and it was lovely.,joy
1124,speech,PRIEST,Really was.,surprise
1125,speech,PRIEST,Almost brought a tear to one's eye.,sadness
1126,speech,BARMAN,Sounds very moving Father.,joy
1127,speech,PRIEST,Oh it really was.,surprise
1128,speech,PRIEST,I'm not sure the one today really had quite the same effect.,neutral
1129,speech,PRIEST,Although I have to say there were a good deal of people crying.,sadness
1130,speech,PRIEST,I mean I mean I mean I have the greatest respect for Sir Paul McCartney.,disgust
1131,speech,PRIEST,Poignant imagery in in in '91Let It Be'.,anger
1132,speech,PRIEST,"'91When I find myself in times of trouble, Mother Mary comes to me'.",fear
1133,speech,PRIEST,Just beautiful.,joy
1134,speech,PRIEST,Really captures the essence of how the virgin can offer comfort and solace.,neutral
1135,speech,PRIEST,"So I've I've I've got nothing against him personally, he's a fine chap.",neutral
1136,speech,PRIEST,I just don't think '91Simply Having A Wonderful Christmastime' is really suitable for a funeral.,surprise
1137,speech,PRIEST,"Don't get me wrong, it would have been jolly funny if it happened to another priest.",joy
1138,speech,PRIEST,But it's not easy to concentrate with that going on.,neutral
1139,speech,PRIEST,And especially not with all those those those women at the back.,neutral
1140,speech,PRIEST,"Twelve widows! Goodness me! I'm not going to judge him, that's that's that's the Lord's job.",anger
1141,speech,PRIEST,"But I really don't see how a man can have twelve widows!
",surprise
1142,speech,BARMAN,Actually Father as I understand it Mr Cleethorpes never took a wife.,neutral
1143,speech,PRIEST,"Well who who who were all those women dressed in black then?
",surprise
1144,speech,BARMAN,"Mr Cleethorpes never took a wife himself, but that's not to say he didn't enjoy the company of married women.",disgust
1145,speech,PRIEST,Oh is that right? Well yes they do tend to have more to say then single girls.,neutral
1146,speech,PRIEST,Find single girls are always too preoccupied trying to be desirable.,neutral
1147,speech,PRIEST,I should like to have met this chap; he must have been quite a conversationalist if twelve married women turned up in black for his funeral.,neutral
1148,speech,PRIEST,Shame none of their husbands could make it down though.,disgust
1149,speech,PRIEST,Wonder what kept them.,surprise
1150,speech,PRIEST,"Not that we'd have had room for them I I I suppose.
",neutral
1151,speech,BARMAN,Indeed not Father.,sadness
1152,speech,PRIEST,"As for those '91uniforms' the pallbearers wore! Goodness me! You could have knocked me down with with with a feather!
",anger
1153,speech,BARMAN,Not what one would classify as traditional I suppose Father.,neutral
1154,consigne,,laughs,
1155,speech,PRIEST,Well no! Quite! They didn't look too thrilled about it either.,surprise
1156,speech,PRIEST,"Especially that pretty one, what's her name? Jamima? Julia?
",neutral
1157,speech,BARMAN,"Jessica Father.
",neutral
1158,speech,PRIEST,"Yes, she didn't look solemn, or upset.",neutral
1159,speech,PRIEST,"She she looked well, annoyed if anything.",anger
1160,speech,PRIEST,Like she'd rather have been anywhere else.,neutral
1161,speech,BARMAN,"I understand she is rather proud of her appearance.
",neutral
1162,speech,PRIEST,Ha! Not not not too thrilled about being dressed up then! I have to say I thought they looked jolly marvellous.,joy
1163,speech,PRIEST,Really brightened things up.,joy
1164,speech,PRIEST,Get a bit sick of black in my job you know.,disgust
1165,speech,PRIEST,"Maybe I should suggest it to the Bishop! Ha!
",joy
1166,speech,BARMAN,"Is the Pope busy then Father?
",neutral
1167,consigne,,roars with laughter,
1168,speech,PRIEST,Yes yes! Good one! The Pope! Ha Ha! Marvellous good wheeze! Oh look here comes one of the chaps I was talking about.,joy
1169,consigne,,Alan enters at great speed. He is wearing a bright green and orange suit and a purple curly wig.,
1170,consigne,,aggressively,
1171,speech,ALAN,"Where the hell have you been! I told you to find me the second the wake started! 
",anger
1172,consigne,,"He grabs and drinks three glasses of wine from BARMAN'92S tray and slams them back down, he takes a forth glass.",
1173,speech,ALAN,"I've had to navigate my way through a gaggle of fucking widows to get to you!
",anger
1174,consigne,,He drains the forth glass and takes a fifth. Acknowledges the priest.,
1175,speech,ALAN,"Pardon my language Father.
",neutral
1176,speech,PRIEST,"Are you Catholic my child?
",neutral
1177,speech,ALAN,No.,neutral
1178,speech,ALAN,"C of E if I'm anything.
",neutral
1179,speech,PRIEST,"You can say what you want then, it's not in my remit.
",neutral
1180,speech,ALAN,"Suppose the worse I behave the better it makes your lot look.
",disgust
1181,speech,PRIEST,"Ha! Yes I suppose it does!
",joy
1182,consigne,,ALAN drains his glass and takes the last one from BARMAN'92S tray. BARMAN exits.,
1183,speech,ALAN,"Happy to help! 
",joy
1184,speech,PRIEST,"Bless you my child.
",anger
1185,speech,ALAN,"The service was beautiful Father.
",joy
1186,speech,PRIEST,Ha! I would wouldn't say it was beautiful.,joy
1187,speech,PRIEST,"Bloody good fun maybe! And hard to to keep a straight face, but not beautiful, good Lord no!
",joy
1188,speech,ALAN,"I've been to Catholic services before, must say I don't know how you get through them without a drink.
",neutral
1189,speech,PRIEST,"We don't! That's the whole point of Eucharist! 
",fear
1190,speech,ALAN,"Yes but a sip of wine is hardly enough.
",disgust
1191,consigne,,puts his hand to the side of his mouth,
1192,speech,PRIEST,Well between you and me I often slip in a bit of voddy.,neutral
1193,speech,PRIEST,"Makes it more bearable for me and the flock.
",neutral
1194,speech,ALAN,"Sounds more Russian Orthodox than Catholic.
",neutral
1195,consigne,,roars with laughter,
1196,speech,PRIEST,Yes! Bloody good one! Russian Unorthodox if anything.,joy
1197,speech,PRIEST,"Ha Ha! Got quite a wit on you there my boy.
",joy
1198,speech,ALAN,Thank you Father.,joy
1199,speech,ALAN,"I don't suppose the Pontiff needs a gag writer does he?
",neutral
1200,speech,PRIEST,"Maybe, know any suitable gags?
",neutral
1201,speech,ALAN,"Why did the Church appoint a German Pope?
",surprise
1202,speech,PRIEST,He got his towel over the balcony first! Ha! Oldest one in the book.,surprise
1203,speech,PRIEST,You'll have to do better than that.,neutral
1204,speech,PRIEST,Don't know any Latin puns do you? As the late bishop used to say they go down better then a drunk nun.,neutral
1205,speech,ALAN,"My mind's gone blank, must be Divine Intervention.",neutral
1206,speech,ALAN,Though I did write a poem once with a Latin title.,neutral
1207,speech,PRIEST,"Oh yes what was was it called?
",surprise
1208,speech,ALAN,"Carpe Mammary.
",neutral
1209,consigne,,roars with laughter,
1210,speech,PRIEST,"Very good, very good.",joy
1211,speech,PRIEST,Cracking good wheeze.,neutral
1212,speech,PRIEST,Ha Ha! I should like to read that very much.,joy
1213,speech,PRIEST,"Not illustrated is it? Been lovely chatting with you I must say, but best scoot off and offer a sympathetic ear to the to the mourners.",sadness
1214,speech,PRIEST,"Bloody depressing stuff mind! I'll be back later so you can cheer me up again! Ha! Carpe Mammary! Goodness me.
",sadness
1215,consigne,,PRIEST exits. ALAN slumps in a large chair. ALAN drains his glass and holds it over his mouth trying to shake out the last drops. TREVOR enters dressed in a similar manner to ALAN. TREVOR carries two glasses of whiskey.,
1216,speech,TREVOR,"Oh here you are! 
",surprise
1217,consigne,,holds out drink to ALAN,
1218,speech,TREVOR,"May I join you?
",neutral
1219,consigne,,ALAN accepts. TREVOR sits in a chair next to him.,
1220,speech,ALAN,Thanks.,neutral
1221,consigne,,TREVOR takes off his wig and drops it on the floor.,
1222,speech,TREVOR,"Strange day.
",surprise
1223,speech,ALAN,Yes.,neutral
1224,speech,TREVOR,"When they said there were special uniforms for us to wear I really wasn't expecting this.
",surprise
1225,speech,ALAN,"What were you expecting?
",surprise
1226,consigne,,chuckles,
1227,speech,TREVOR,I don't know.,surprise
1228,consigne,,Pause,
1229,speech,TREVOR,"Not this anyway.
",neutral
1230,speech,ALAN,"Has it occurred to you that this funeral was very well planned?
",surprise
1231,speech,TREVOR,Well that's Edwin.,neutral
1232,speech,TREVOR,"He was a joker all right, but he knew how to prepare a gag.",disgust
1233,speech,ALAN,"I haven't even made a will.
",anger
1234,speech,TREVOR,Many people our age haven't.,neutral
1235,speech,TREVOR,I could recommend a good lawyer.,fear
1236,speech,ALAN,That's not what I meant.,neutral
1237,speech,ALAN,"Doesn't it strike you as odd that Edwin had prepared everything in such detail? Almost like he knew he was about to die.
",surprise
1238,speech,TREVOR,"You're not suggesting Edwin killed himself surely? Edwin was far too strong for that.
",neutral
1239,speech,ALAN,"I don't know what I'm suggesting, just struck me as odd that's all.",disgust
1240,speech,ALAN,I remember talking to Edwin once about the difference between the Greeks and the Romans.,neutral
1241,speech,ALAN,He was reading Polybius at the time.,disgust
1242,speech,TREVOR,"The Roman historian?
",neutral
1243,speech,ALAN,Polybius was a Greek held captive in Rome.,disgust
1244,speech,ALAN,One of the things he most frequently chronicled was the difference between the cultures.,neutral
1245,speech,ALAN,It was the first time the two civilisations had really been held up side by side.,neutral
1246,speech,TREVOR,"What's this got to do with suicide?
",neutral
1247,speech,ALAN,The Greeks thought suicide was the height of cowardice.,disgust
1248,speech,ALAN,"They considered it the option of a man who was too pathetic to deserve any honour 
",disgust
1249,speech,TREVOR,"I'd have to agree with them.
",neutral
1250,speech,ALAN,"Whilst the Romans, much to Polybius' disdain, thought it was the height of honour to gallantly take one's own life before an enemy could emasculate you through defeat, especially if it meant protecting your comrades.",disgust
1251,speech,ALAN,Nero's advisor Petronius invited his friends round for a lavish banquet.,joy
